WN001	WN002	WN003	WN008	WN009	WN011	WN013	WN016	WN019	WN020	WN021	WN024	WN025	WN027	WN028	WN032	WN033	WN037	WN039	WN041	WN044	WN046	WN050	WN053	WN054	WN056	WN057	WN059	WN060	WN061	WN062	WN068	WN069	WN071	WN076	WN077	WN079
binIV10250000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV10270000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV10280000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV10290000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV10830000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV10840000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV10890000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV10900000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV11160000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV11170000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV11180000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV11980000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV11990000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV12510000	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV12520000	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV12740000	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV12750000	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV13170000	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV13180000	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV13290000	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV13300000	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV13320000	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV13330000	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV13340000	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV13510000	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV13520000	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV14630000	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV14640000	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV14770000	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV14780000	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV14910000	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV14920000	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV15060000	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV15070000	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV15420000	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV15430000	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV15440000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV15450000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV15500000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1
binIV15510000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1
binIV15970000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1
binIV15980000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1
binIV16110000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1
binIV16120000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1
binIV16230000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1
binIV16240000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1
binIV16580000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1
binIV16590000	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1
binIV17493793	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1
binV10000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1
binV590000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1
binV600000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1
binV1010000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1
binV1020000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1
binV1150000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1
binV1160000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1
binV2040000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1
binV2050000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1
binV2550000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1
binV2560000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1
binV2720000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1
binV2730000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1
binV2780000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1
binV2790000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1
binV2940000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1
binV2950000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1
binV3040000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1
binV3050000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV3100000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV3110000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV3440000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV3450000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV3840000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV3850000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV3860000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV3900000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV3910000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV3920000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV4420000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV4430000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV5130000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV5140000	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV6560000	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV6570000	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV7170000	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	1	-1	1
binV7180000	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1
binV8170000	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1
binV8180000	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1
binV8410000	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1
binV8420000	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1
binV9020000	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1
binV9030000	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1
binV10140000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1
binV10150000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1
binV10550000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1
binV10560000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1
binV10580000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1
binV10590000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1
binV11360000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1
binV11370000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1
binV11380000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1
binV11790000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1
binV11800000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1
binV12010000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1
binV12020000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1
binV12410000	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1
binV12420000	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV13380000	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV13390000	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV13610000	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV13620000	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14290000	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14300000	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14640000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14650000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14810000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14820000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14880000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14890000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14910000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14920000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14950000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV14960000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV15050000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV15060000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV15610000	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV15620000	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV16020000	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV16030000	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV16280000	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV16290000	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV16420000	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV16430000	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV16530000	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV16540000	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1
binV17520000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV17530000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV17730000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV17740000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV17960000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
